rowid,mpl_hostname,mpl_letter,mpl_def,mpl_reflink,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mst_teff,mst_mass,mst_rad,rowupdate,mpl_name,mpl_masse,mpl_rade,mpl_disc,mpl_status,st_dist
2620,Kepler-535,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.90332155,,6123,1.18,1.27,5/10/16,Kepler-535 b,,2.36,2016,3,678
2621,Kepler-536,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.8270823,,5524,0.92,0.89,5/10/16,Kepler-536 b,,3.1,2016,3,446
2622,Kepler-537,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.24755522,,5763,1.07,0.99,5/10/16,Kepler-537 b,,1.41,2016,3,465
2623,Kepler-538,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,81.73780699,,5650,0.96,0.9,5/10/16,Kepler-538 b,,2.26,2016,3,165
2624,Kepler-539,b,1,<a href=http://adsabs.harvard.edu/abs/2015arXiv150404625M target=ref>Mancini et al. 2015</a>,Transit,2,125.63243,0.4988,5820,1.048,0.95,5/10/16,Kepler-539 b,308.2951,8.373,2016,3,313
2625,Kepler-539,c,1,<a href=http://adsabs.harvard.edu/abs/2015arXiv150404625M target=ref>Mancini et al. 2015</a>,Transit,2,1000,2.42,5820,1.048,0.95,5/10/16,Kepler-539 c,762.792,,2016,3,313
2626,Kepler-54,b,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,3,8.0109434,,3705,0.51,0.5,5/14/14,Kepler-54 b,292.39,2.1,2012,3,
2627,Kepler-54,c,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,3,12.0717249,,3705,0.51,0.5,5/14/14,Kepler-54 c,117.59,1.23,2012,3,
2628,Kepler-54,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,20.995694,0.126,4252,,0.55,5/14/14,Kepler-54 d,,1.53,2014,3,
2629,Kepler-540,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,172.7049784,,5946,1.02,1.08,5/10/16,Kepler-540 b,,2.71,2016,3,350
2630,Kepler-541,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.08005848,,6166,1.41,2.06,5/10/16,Kepler-541 b,,3.36,2016,3,1020
2631,Kepler-542,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.14497566,,5526,0.93,0.9,5/10/16,Kepler-542 b,,1.57,2016,3,439
2632,Kepler-543,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.89961966,,4671,0.7,0.67,5/10/16,Kepler-543 b,,2.5,2016,3,212
2633,Kepler-544,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.41616926,,6206,1.16,1.22,5/10/16,Kepler-544 b,,2.12,2016,3,797
2634,Kepler-545,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.24934059,,5882,1.04,1.07,5/10/16,Kepler-545 b,,2.69,2016,3,831
2635,Kepler-546,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.14702026,,5967,1.11,1.15,5/10/16,Kepler-546 b,,7,2016,3,896
2636,Kepler-547,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.01038429,,4828,0.78,0.73,5/10/16,Kepler-547 b,,4,2016,3,361
2637,Kepler-548,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.45419434,,5535,0.93,0.9,5/10/16,Kepler-548 b,,11.99,2016,3,776
2638,Kepler-549,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,42.9495649,,5360,0.88,0.84,5/10/16,Kepler-549 b,,2.57,2016,3,648
2639,Kepler-549,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,117.040498,,5360,0.88,0.84,5/10/16,Kepler-549 c,,2.93,2016,3,648
2640,Kepler-55,b,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,5,27.9481449,,4362,0.62,0.58,5/14/14,Kepler-55 b,473.55,2.43,2012,3,
2641,Kepler-55,c,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,5,42.1516418,,4362,0.62,0.58,5/14/14,Kepler-55 c,352.78,2.21,2012,3,
2642,Kepler-55,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,2.211099,0.029,4503,,0.62,5/14/14,Kepler-55 d,,1.59,2014,3,
2643,Kepler-55,e,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,4.617534,0.048,4503,,0.62,5/14/14,Kepler-55 e,,1.55,2014,3,
2644,Kepler-55,f,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,5,10.198545,0.081,4503,,0.62,5/14/14,Kepler-55 f,,1.59,2014,3,
2645,Kepler-550,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.60010411,,5322,0.87,0.83,5/10/16,Kepler-550 b,,4.42,2016,3,563
2646,Kepler-551,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,12.3764661,,4286,0.65,0.63,5/10/16,Kepler-551 b,,2.73,2016,3,312
2647,Kepler-552,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.26341577,,5863,1.03,1.04,5/10/16,Kepler-552 b,,3.95,2016,3,834
2648,Kepler-553,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,4.03046804,,5266,0.92,0.85,5/10/16,Kepler-553 b,,4.63,2016,3,725
2649,Kepler-553,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,328.2399546,,5266,0.92,0.85,5/10/16,Kepler-553 c,,11.2,2016,3,725
2650,Kepler-554,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.90220856,,5447,0.93,0.92,5/10/16,Kepler-554 b,,4.29,2016,3,642
2651,Kepler-555,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.21775407,,5894,1.03,1.04,5/10/16,Kepler-555 b,,2.83,2016,3,772
2652,Kepler-556,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,11.72292176,,5740,1,0.98,5/10/16,Kepler-556 b,,2.24,2016,3,729
2653,Kepler-557,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.70598955,,6068,1.11,1.16,5/10/16,Kepler-557 b,,2.67,2016,3,1126
2654,Kepler-558,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,29.00790538,,5242,0.85,0.81,5/10/16,Kepler-558 b,,2.37,2016,3,652
2655,Kepler-559,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.58752333,,5630,0.96,0.95,5/10/16,Kepler-559 b,,3.61,2016,3,793
2656,Kepler-56,b,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...342..331H target=ref> Huber et al. 2013 </a>,Transit,3,10.5016,0.1028,4840,1.32,4.23,5/14/14,Kepler-56 b,22.1,6.51,2012,3,
2657,Kepler-56,c,1,<a href=http://adsabs.harvard.edu/abs/2013Sci...342..331H target=ref> Huber et al. 2013 </a>,Transit,3,21.40239,0.1652,4840,1.32,4.23,5/14/14,Kepler-56 c,181,9.8,2012,3,
2658,Kepler-56,d,1,<a href=http://adsabs.harvard.edu/abs/2016arXiv160803627O target=ref>Otor et al. 2016</a>,Radial Velocity,3,1002,2.16,,,,10/13/16,Kepler-56 d,,,2016,3,
2659,Kepler-560,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,18.47764449,,3556,0.34,0.33,5/10/16,Kepler-560 b,,1.72,2016,3,88
2660,Kepler-561,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,58.3620495,,5646,0.96,0.94,5/10/16,Kepler-561 b,,6.96,2016,3,667
2661,Kepler-561,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,5.35016198,,5646,0.96,0.94,5/10/16,Kepler-561 c,,2.68,2016,3,667
2662,Kepler-562,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,18.00931444,,5575,0.93,0.9,5/10/16,Kepler-562 b,,5.21,2016,3,822
2663,Kepler-563,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,22.18432708,,5066,0.8,0.77,5/10/16,Kepler-563 b,,3.09,2016,3,557
2664,Kepler-564,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.75083228,,5626,0.95,0.92,5/10/16,Kepler-564 b,,4.63,2016,3,830
2665,Kepler-565,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.24374723,,5735,0.98,0.95,5/10/16,Kepler-565 b,,3.64,2016,3,1041
2666,Kepler-566,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,18.42794624,,5132,0.83,0.79,5/10/16,Kepler-566 b,,2.15,2016,3,628
2667,Kepler-567,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.54297375,,5148,0.84,0.79,5/10/16,Kepler-567 b,,2.25,2016,3,568
2668,Kepler-568,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,11.02347475,,3768,0.55,0.53,5/10/16,Kepler-568 b,,2.26,2016,3,126
2669,Kepler-569,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,34.18890521,,5616,0.95,0.93,5/10/16,Kepler-569 b,,3.16,2016,3,645
2670,Kepler-57,b,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,2,5.7293196,,5145,0.83,0.73,5/14/14,Kepler-57 b,5994.02,2.19,2012,3,
2671,Kepler-57,c,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,2,11.6092567,,5145,0.83,0.73,5/14/14,Kepler-57 c,2208.83,1.55,2012,3,
2672,Kepler-570,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.301662,,5496,0.93,0.9,5/10/16,Kepler-570 b,,2.45,2016,3,642
2673,Kepler-571,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.79859939,,5527,0.93,0.9,5/10/16,Kepler-571 b,,2.64,2016,3,756
2674,Kepler-572,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,17.20523483,,5212,0.83,0.79,5/10/16,Kepler-572 b,,2.58,2016,3,532
2675,Kepler-573,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,22.18329658,,5746,0.99,1.02,5/10/16,Kepler-573 b,,2.79,2016,3,758
2676,Kepler-574,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,7.65880414,,5612,0.95,0.91,5/10/16,Kepler-574 b,,2.39,2016,3,747
2677,Kepler-575,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.37891944,,5710,0.97,0.95,5/10/16,Kepler-575 b,,2.39,2016,3,852
2678,Kepler-576,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,29.91136794,,5672,0.99,0.97,5/10/16,Kepler-576 b,,3.27,2016,3,698
2679,Kepler-577,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,25.69578251,,4984,0.78,0.73,5/10/16,Kepler-577 b,,2.55,2016,3,549
2680,Kepler-578,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.6168837,,5334,0.87,0.83,5/10/16,Kepler-578 b,,2,2016,3,568
2681,Kepler-579,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,9.66857723,,5636,0.99,0.96,5/10/16,Kepler-579 b,,2,2016,3,663
2682,Kepler-58,b,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,3,10.2184954,,5843,0.95,1.03,5/14/14,Kepler-58 b,441.77,2.78,2012,3,
2683,Kepler-58,c,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,3,15.5741568,,5843,0.95,1.03,5/14/14,Kepler-58 c,696.02,2.86,2012,3,
2684,Kepler-58,d,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>,Transit,3,40.101371,0.236,6099,,1.13,5/14/14,Kepler-58 d,,2.94,2014,3,
2685,Kepler-580,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,8.22241966,,4298,0.67,0.64,5/10/16,Kepler-580 b,,2.57,2016,3,333
2686,Kepler-581,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,40.6069821,,5772,1,1,5/10/16,Kepler-581 b,,2.63,2016,3,833
2687,Kepler-582,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,18.49235668,,5564,0.93,0.91,5/10/16,Kepler-582 b,,3.68,2016,3,751
2688,Kepler-583,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.5100253,,5523,0.94,0.91,5/10/16,Kepler-583 b,,2.28,2016,3,805
2689,Kepler-584,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,35.1810304,,6195,1.17,1.24,5/10/16,Kepler-584 b,,4.21,2016,3,1445
2690,Kepler-585,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.75235975,,5593,0.96,0.93,5/10/16,Kepler-585 b,,2.83,2016,3,604
2691,Kepler-586,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.10472218,,5575,0.94,0.92,5/10/16,Kepler-586 b,,2.79,2016,3,707
2692,Kepler-587,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.94027841,,5549,0.92,0.89,5/10/16,Kepler-587 b,,2.23,2016,3,852
2693,Kepler-588,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,4.22162536,,5835,1.01,1,5/10/16,Kepler-588 b,,2.63,2016,3,972
2694,Kepler-589,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,16.54964934,,5296,0.88,0.83,5/10/16,Kepler-589 b,,2.27,2016,3,643
2695,Kepler-59,b,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,2,11.8681707,,6074,1.04,0.94,5/14/14,Kepler-59 b,651.52,1.1,2012,3,
2696,Kepler-59,c,1,<a href=http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S target=ref> Steffen et al. 2013 </a>,Transit,2,17.9801235,,6074,1.04,0.94,5/14/14,Kepler-59 c,435.41,1.98,2012,3,
2697,Kepler-590,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.85296257,,6000,1.1,1.15,5/10/16,Kepler-590 b,,4.02,2016,3,986
2698,Kepler-591,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,81.1694299,,5677,0.97,0.94,5/10/16,Kepler-591 b,,3.39,2016,3,793
2699,Kepler-592,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.82019241,,5913,1.04,1.04,5/10/16,Kepler-592 b,,2.39,2016,3,1034
2700,Kepler-593,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.21708973,,5967,1.08,1.1,5/10/16,Kepler-593 b,,2.87,2016,3,1016
2701,Kepler-594,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.64618192,,5485,0.91,0.87,5/10/16,Kepler-594 b,,2.18,2016,3,742
2702,Kepler-595,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,25.30292332,,5247,0.87,0.83,5/10/16,Kepler-595 b,,3.81,2016,3,639
2703,Kepler-596,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,21.30022655,,6267,1.21,1.32,5/10/16,Kepler-596 b,,3.46,2016,3,1083
2704,Kepler-597,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,13.02365861,,5683,0.97,0.95,5/10/16,Kepler-597 b,,2.37,2016,3,660
2705,Kepler-598,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.70175428,,5307,0.87,0.86,5/10/16,Kepler-598 b,,1.5,2016,3,686
2706,Kepler-599,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.65562652,,5127,0.83,0.79,5/10/16,Kepler-599 b,,2.84,2016,3,627
2707,Kepler-6,b,1,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...804..150E target=ref>Esteves et al. 2015</a>,Transit,1,3.2346996,0.04852,5647,1.209,1.39,10/15/15,Kepler-6 b,212.31044,14.617,2009,3,
2708,Kepler-60,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>,Transit,3,7.1334,,5905,1.041,1.26,4/7/16,Kepler-60 b,4.19,1.71,2012,3,
2709,Kepler-60,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>,Transit,3,8.9187,,5905,1.041,1.26,4/7/16,Kepler-60 c,3.85,1.9,2012,3,
2710,Kepler-60,d,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...820...39J target=ref>Jontof-Hutter et al. 2016</a>,Transit,3,11.8981,,5905,1.041,1.26,4/7/16,Kepler-60 d,4.16,1.99,2012,3,
2711,Kepler-600,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,23.67517607,,5279,0.84,0.81,5/10/16,Kepler-600 b,,2.9,2016,3,624
2712,Kepler-601,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,5.37886844,,5160,0.85,0.79,5/10/16,Kepler-601 b,,1.9,2016,3,429
2713,Kepler-602,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.28469497,,6062,1.08,1.13,5/10/16,Kepler-602 b,,2.09,2016,3,971
2714,Kepler-603,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,21.05358596,,5808,1.01,1.01,5/10/16,Kepler-603 b,,2.65,2016,3,967
2715,Kepler-603,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,127.9075774,,5808,1.01,1.01,5/10/16,Kepler-603 c,,6.5,2016,3,967
2716,Kepler-603,d,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,3,6.2171292,,5808,1.01,1.01,5/10/16,Kepler-603 d,,1.32,2016,3,967
2717,Kepler-604,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,25.85501786,,5890,1.02,1.03,5/10/16,Kepler-604 b,,2.59,2016,3,981
2718,Kepler-605,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,3.38353807,,5462,0.91,0.88,5/10/16,Kepler-605 b,,1.44,2016,3,570
2719,Kepler-605,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,2.35895152,,5462,0.91,0.88,5/10/16,Kepler-605 c,,0.86,2016,3,570
2720,Kepler-606,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,24.31575992,,6161,1.13,1.22,5/10/16,Kepler-606 b,,3.31,2016,3,1208
2721,Kepler-607,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,0.6381632,,5196,0.84,0.8,5/10/16,Kepler-607 b,,0.87,2016,3,500
2722,Kepler-608,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.41251504,,5820,1,1.01,5/10/16,Kepler-608 b,,3.64,2016,3,926
2723,Kepler-609,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,6.52121067,,5971,1.09,1.14,5/10/16,Kepler-609 b,,3.35,2016,3,1143
2724,Kepler-61,b,1,<a href=http://adsabs.harvard.edu/abs/2013ApJ...773...98B target=ref> Ballard et al. 2013 </a>,Transit,1,59.87756,,4017,0.635,0.62,5/14/14,Kepler-61 b,,2.15,2013,3,
2725,Kepler-610,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,6.99692655,,5943,1.1,1.13,5/10/16,Kepler-610 b,,4.19,2016,3,1113
2726,Kepler-610,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,151.86392,,5943,1.1,1.13,5/10/16,Kepler-610 c,,3.3,2016,3,1113
2727,Kepler-611,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,2.4370333,,5761,1.01,1.01,5/10/16,Kepler-611 b,,1.65,2016,3,906
2728,Kepler-612,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.72215641,,5693,0.98,0.96,5/10/16,Kepler-612 b,,2.84,2016,3,932
2729,Kepler-613,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,15.77979614,,5723,0.98,0.96,5/10/16,Kepler-613 b,,2.29,2016,3,864
2730,Kepler-614,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,14.03491514,,5268,0.85,0.81,5/10/16,Kepler-614 b,,2.39,2016,3,571
2731,Kepler-615,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,10.35584657,,4655,0.73,0.69,5/10/16,Kepler-615 b,,1.74,2016,3,330
2732,Kepler-616,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,9.99761851,,5753,0.98,0.97,5/10/16,Kepler-616 b,,2.43,2016,3,1019
2733,Kepler-616,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,90.4113556,,5753,0.98,0.97,5/10/16,Kepler-616 c,,3.41,2016,3,1019
2734,Kepler-617,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,1.68269615,,3712,0.51,0.48,5/10/16,Kepler-617 b,,1.32,2016,3,150
2735,Kepler-618,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,1,3.59576964,,5860,1.05,1.08,5/10/16,Kepler-618 b,,2.6,2016,3,1115
2736,Kepler-619,b,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,5.4042722,,5980,1.09,1.11,5/10/16,Kepler-619 b,,3.16,2016,3,1111
2737,Kepler-619,c,1,<a href=http://adsabs.harvard.edu/abs/2016ApJ...822...86M target=ref>Morton et al. 2016</a>,Transit,2,1.20846503,,5980,1.09,1.11,5/10/16,Kepler-619 c,,1.69,2016,3,1111
